,serial_id,役職no,役職名,役職名2,業種no,業種名,業種名2,従業員規模no,従業員規模,従業員規模2
475,6601497607.0,7.0,一般社員,,15.0,卸売・小売業・商業（商社含む）,3.小売系,7.0,"1,000～2,999人",2.1000人以上
476,8217812924.0,4.0,部長クラス,2.本部長・部長,12.0,食品、医薬、化粧品,2.製造業,9.0,"5,000～9,999人",2.1000人以上
477,3682831271.0,,,,,,,,,
478,7448267184.0,4.0,部長クラス,2.本部長・部長,30.0,その他,,9.0,"5,000～9,999人",2.1000人以上
479,7886765021.0,5.0,課長クラス,3.課長,8.0,自動車、輸送機器,2.製造業,11.0,"20,000人以上",2.1000人以上
480,7174862593.0,10.0,その他,,25.0,医療,,6.0,500～999人,1.300～999人
481,8624722609.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
482,4133119486.0,,,,,,,,,
483,5339836667.0,4.0,部長クラス,2.本部長・部長,25.0,医療,,5.0,300～499人,1.300～999人
484,8291658465.0,5.0,課長クラス,3.課長,16.0,金融・証券・保険,1.金融・証券・保険,9.0,"5,000～9,999人",2.1000人以上
485,2116484838.0,4.0,部長クラス,2.本部長・部長,29.0,旅行,,2.0,10～49人,
486,3546206350.0,,,,,,,,,
487,616468504.0,7.0,一般社員,,12.0,食品、医薬、化粧品,2.製造業,3.0,50～99人,
488,3297135264.0,2.0,役員クラス,1.経営者・役員,16.0,金融・証券・保険,1.金融・証券・保険,6.0,500～999人,1.300～999人
489,1605826625.0,10.0,その他,,22.0,放送・広告・出版・マスコミ,,3.0,50～99人,
490,3083951791.0,,,,,,,,,
491,5918506040.0,1.0,経営者,1.経営者・役員,17.0,不動産,,1.0,1～9人,
492,7985926010.0,10.0,その他,,8.0,自動車、輸送機器,2.製造業,5.0,300～499人,1.300～999人
493,584992599.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,9.0,"5,000～9,999人",2.1000人以上
494,9301584191.0,7.0,一般社員,,11.0,素材,2.製造業,9.0,"5,000～9,999人",2.1000人以上
495,9354248470.0,3.0,本部長クラス,2.本部長・部長,30.0,その他,,7.0,"1,000～2,999人",2.1000人以上
496,8928401506.0,1.0,経営者,1.経営者・役員,12.0,食品、医薬、化粧品,2.製造業,8.0,"3,000～4,999人",2.1000人以上
497,1059097095.0,,,,,,,,,
498,9786080817.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
499,9819156723.0,5.0,課長クラス,3.課長,25.0,医療,,4.0,100～299人,
500,5068197896.0,7.0,一般社員,,9.0,電気、電子機器,2.製造業,7.0,"1,000～2,999人",2.1000人以上
501,5044492431.0,10.0,その他,,16.0,金融・証券・保険,1.金融・証券・保険,1.0,1～9人,
502,7688620026.0,6.0,主任／係長クラス,,19.0,情報処理、ＳＩ、ソフトウェア,,2.0,10～49人,
503,3608417666.0,5.0,課長クラス,3.課長,11.0,素材,2.製造業,9.0,"5,000～9,999人",2.1000人以上
504,4053680512.0,7.0,一般社員,,28.0,人材サービス,,2.0,10～49人,
505,837388874.0,7.0,一般社員,,8.0,自動車、輸送機器,2.製造業,11.0,"20,000人以上",2.1000人以上
506,1390170428.0,1.0,経営者,1.経営者・役員,11.0,素材,2.製造業,1.0,1～9人,
507,8641514090.0,4.0,部長クラス,2.本部長・部長,14.0,エネルギー,,11.0,"20,000人以上",2.1000人以上
508,4690207758.0,7.0,一般社員,,19.0,情報処理、ＳＩ、ソフトウェア,,7.0,"1,000～2,999人",2.1000人以上
509,3996444185.0,3.0,本部長クラス,2.本部長・部長,18.0,通信サービス,,9.0,"5,000～9,999人",2.1000人以上
510,3722573496.0,10.0,その他,,9.0,電気、電子機器,2.製造業,7.0,"1,000～2,999人",2.1000人以上
511,2248037387.0,,,,,,,,,
512,1994512303.0,4.0,部長クラス,2.本部長・部長,24.0,教育・教育学習支援関係,,1.0,1～9人,
513,8472947714.0,,,,,,,,,
514,2856018229.0,4.0,部長クラス,2.本部長・部長,11.0,素材,2.製造業,11.0,"20,000人以上",2.1000人以上
515,1506178305.0,2.0,役員クラス,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,10.0,"10,000～19,999人",2.1000人以上
516,4439324865.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,3.0,50～99人,
517,3605537161.0,9.0,契約社員,,10.0,機械、重電,2.製造業,7.0,"1,000～2,999人",2.1000人以上
518,5324229096.0,4.0,部長クラス,2.本部長・部長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
519,5115134134.0,5.0,課長クラス,3.課長,15.0,卸売・小売業・商業（商社含む）,3.小売系,7.0,"1,000～2,999人",2.1000人以上
520,9346287196.0,,,,,,,,,
521,1032972100.0,5.0,課長クラス,3.課長,16.0,金融・証券・保険,1.金融・証券・保険,11.0,"20,000人以上",2.1000人以上
522,5494435141.0,5.0,課長クラス,3.課長,12.0,食品、医薬、化粧品,2.製造業,7.0,"1,000～2,999人",2.1000人以上
523,8995111664.0,2.0,役員クラス,1.経営者・役員,13.0,その他製造,2.製造業,5.0,300～499人,1.300～999人
524,8980803928.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,7.0,"1,000～2,999人",2.1000人以上
525,5731520409.0,4.0,部長クラス,2.本部長・部長,15.0,卸売・小売業・商業（商社含む）,3.小売系,2.0,10～49人,
526,6841693769.0,7.0,一般社員,,25.0,医療,,2.0,10～49人,
527,2091346676.0,5.0,課長クラス,3.課長,7.0,建設,,4.0,100～299人,
528,5878899092.0,7.0,一般社員,,19.0,情報処理、ＳＩ、ソフトウェア,,2.0,10～49人,
529,6430946219.0,,,,,,,,,
530,2017364084.0,7.0,一般社員,,8.0,自動車、輸送機器,2.製造業,6.0,500～999人,1.300～999人
531,3125578657.0,2.0,役員クラス,1.経営者・役員,13.0,その他製造,2.製造業,5.0,300～499人,1.300～999人
532,2359656491.0,4.0,部長クラス,2.本部長・部長,7.0,建設,,9.0,"5,000～9,999人",2.1000人以上
533,5758893540.0,6.0,主任／係長クラス,,22.0,放送・広告・出版・マスコミ,,6.0,500～999人,1.300～999人
534,2613914479.0,5.0,課長クラス,3.課長,18.0,通信サービス,,7.0,"1,000～2,999人",2.1000人以上
535,1717556357.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
536,3623151646.0,7.0,一般社員,,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
537,6130752715.0,1.0,経営者,1.経営者・役員,22.0,放送・広告・出版・マスコミ,,6.0,500～999人,1.300～999人
538,1026469180.0,4.0,部長クラス,2.本部長・部長,11.0,素材,2.製造業,11.0,"20,000人以上",2.1000人以上
539,9988800184.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
540,2746567095.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,10.0,"10,000～19,999人",2.1000人以上
541,3487365411.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,5.0,300～499人,1.300～999人
542,5180862998.0,4.0,部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,8.0,"3,000～4,999人",2.1000人以上
543,8681536378.0,9.0,契約社員,,13.0,その他製造,2.製造業,5.0,300～499人,1.300～999人
544,4769143735.0,,,,,,,,,
545,9029942098.0,2.0,役員クラス,1.経営者・役員,7.0,建設,,6.0,500～999人,1.300～999人
546,2688842476.0,6.0,主任／係長クラス,,30.0,その他,,9.0,"5,000～9,999人",2.1000人以上
547,4288550684.0,5.0,課長クラス,3.課長,10.0,機械、重電,2.製造業,4.0,100～299人,
548,3058878271.0,4.0,部長クラス,2.本部長・部長,7.0,建設,,5.0,300～499人,1.300～999人
549,1114131691.0,1.0,経営者,1.経営者・役員,7.0,建設,,3.0,50～99人,
550,4366234864.0,1.0,経営者,1.経営者・役員,9.0,電気、電子機器,2.製造業,1.0,1～9人,
551,415518125.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,5.0,300～499人,1.300～999人
552,7234632985.0,5.0,課長クラス,3.課長,21.0,コンサル・会計・法律関連,,8.0,"3,000～4,999人",2.1000人以上
553,248363212.0,1.0,経営者,1.経営者・役員,7.0,建設,,1.0,1～9人,
554,6863244916.0,4.0,部長クラス,2.本部長・部長,9.0,電気、電子機器,2.製造業,10.0,"10,000～19,999人",2.1000人以上
555,2687867715.0,3.0,本部長クラス,2.本部長・部長,8.0,自動車、輸送機器,2.製造業,4.0,100～299人,
556,1224104235.0,5.0,課長クラス,3.課長,20.0,運輸,3.小売系,11.0,"20,000人以上",2.1000人以上
557,9556629343.0,1.0,経営者,1.経営者・役員,12.0,食品、医薬、化粧品,2.製造業,7.0,"1,000～2,999人",2.1000人以上
558,6580947075.0,10.0,その他,,30.0,その他,,1.0,1～9人,
559,3464374943.0,5.0,課長クラス,3.課長,13.0,その他製造,2.製造業,6.0,500～999人,1.300～999人
560,4171863901.0,5.0,課長クラス,3.課長,24.0,教育・教育学習支援関係,,8.0,"3,000～4,999人",2.1000人以上
561,1313210696.0,7.0,一般社員,,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
562,8779380104.0,5.0,課長クラス,3.課長,19.0,情報処理、ＳＩ、ソフトウェア,,9.0,"5,000～9,999人",2.1000人以上
563,7149722726.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,8.0,"3,000～4,999人",2.1000人以上
564,7403755538.0,10.0,その他,,9.0,電気、電子機器,2.製造業,10.0,"10,000～19,999人",2.1000人以上
565,8951968278.0,5.0,課長クラス,3.課長,12.0,食品、医薬、化粧品,2.製造業,11.0,"20,000人以上",2.1000人以上
566,7783077671.0,10.0,その他,,16.0,金融・証券・保険,1.金融・証券・保険,3.0,50～99人,
567,7293361928.0,2.0,役員クラス,1.経営者・役員,7.0,建設,,2.0,10～49人,
568,4292601140.0,7.0,一般社員,,28.0,人材サービス,,5.0,300～499人,1.300～999人
569,1887568340.0,7.0,一般社員,,30.0,その他,,7.0,"1,000～2,999人",2.1000人以上
570,6701815710.0,1.0,経営者,1.経営者・役員,17.0,不動産,,1.0,1～9人,
571,8016396915.0,,,,,,,,,
572,8740532908.0,6.0,主任／係長クラス,,13.0,その他製造,2.製造業,3.0,50～99人,
573,839384146.0,2.0,役員クラス,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,1.0,1～9人,
574,1151983145.0,9.0,契約社員,,23.0,公務員（教員を除く）,,4.0,100～299人,
575,6455175811.0,4.0,部長クラス,2.本部長・部長,25.0,医療,,6.0,500～999人,1.300～999人
576,2704331912.0,5.0,課長クラス,3.課長,19.0,情報処理、ＳＩ、ソフトウェア,,4.0,100～299人,
577,1218983597.0,4.0,部長クラス,2.本部長・部長,11.0,素材,2.製造業,6.0,500～999人,1.300～999人
578,8169684690.0,10.0,その他,,13.0,その他製造,2.製造業,7.0,"1,000～2,999人",2.1000人以上
579,5344485983.0,1.0,経営者,1.経営者・役員,17.0,不動産,,1.0,1～9人,
580,8940650175.0,7.0,一般社員,,30.0,その他,,7.0,"1,000～2,999人",2.1000人以上
581,6032598646.0,10.0,その他,,11.0,素材,2.製造業,7.0,"1,000～2,999人",2.1000人以上
582,3544968011.0,4.0,部長クラス,2.本部長・部長,11.0,素材,2.製造業,9.0,"5,000～9,999人",2.1000人以上
583,2661776374.0,,,,,,,,,
584,2904641122.0,4.0,部長クラス,2.本部長・部長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
585,9269419286.0,1.0,経営者,1.経営者・役員,17.0,不動産,,1.0,1～9人,
586,9357283920.0,10.0,その他,,23.0,公務員（教員を除く）,,6.0,500～999人,1.300～999人
587,8223748780.0,5.0,課長クラス,3.課長,15.0,卸売・小売業・商業（商社含む）,3.小売系,9.0,"5,000～9,999人",2.1000人以上
588,980735520.0,7.0,一般社員,,30.0,その他,,6.0,500～999人,1.300～999人
589,6830320512.0,2.0,役員クラス,1.経営者・役員,25.0,医療,,6.0,500～999人,1.300～999人
590,6322385416.0,7.0,一般社員,,20.0,運輸,3.小売系,10.0,"10,000～19,999人",2.1000人以上
591,3514965955.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
592,5380011003.0,7.0,一般社員,,13.0,その他製造,2.製造業,10.0,"10,000～19,999人",2.1000人以上
593,8341272748.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,1.0,1～9人,
594,2907815427.0,3.0,本部長クラス,2.本部長・部長,18.0,通信サービス,,11.0,"20,000人以上",2.1000人以上
595,6849043322.0,1.0,経営者,1.経営者・役員,25.0,医療,,1.0,1～9人,
596,1126611909.0,5.0,課長クラス,3.課長,11.0,素材,2.製造業,9.0,"5,000～9,999人",2.1000人以上
597,6695682980.0,7.0,一般社員,,24.0,教育・教育学習支援関係,,5.0,300～499人,1.300～999人
598,6756775129.0,5.0,課長クラス,3.課長,25.0,医療,,6.0,500～999人,1.300～999人
599,5727608825.0,6.0,主任／係長クラス,,11.0,素材,2.製造業,10.0,"10,000～19,999人",2.1000人以上
600,7002433924.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,1.0,1～9人,
601,8293723347.0,5.0,課長クラス,3.課長,12.0,食品、医薬、化粧品,2.製造業,9.0,"5,000～9,999人",2.1000人以上
602,9370663458.0,4.0,部長クラス,2.本部長・部長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
603,8539365125.0,10.0,その他,,30.0,その他,,7.0,"1,000～2,999人",2.1000人以上
604,8094924976.0,4.0,部長クラス,2.本部長・部長,12.0,食品、医薬、化粧品,2.製造業,5.0,300～499人,1.300～999人
605,7624139397.0,5.0,課長クラス,3.課長,7.0,建設,,10.0,"10,000～19,999人",2.1000人以上
606,251683132.0,1.0,経営者,1.経営者・役員,17.0,不動産,,2.0,10～49人,
607,9791724643.0,4.0,部長クラス,2.本部長・部長,13.0,その他製造,2.製造業,5.0,300～499人,1.300～999人
608,8276385942.0,7.0,一般社員,,19.0,情報処理、ＳＩ、ソフトウェア,,3.0,50～99人,
609,6003216488.0,10.0,その他,,17.0,不動産,,1.0,1～9人,
610,3385948148.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,8.0,"3,000～4,999人",2.1000人以上
611,386191722.0,7.0,一般社員,,8.0,自動車、輸送機器,2.製造業,6.0,500～999人,1.300～999人
612,4996673012.0,2.0,役員クラス,1.経営者・役員,10.0,機械、重電,2.製造業,6.0,500～999人,1.300～999人
613,1032788222.0,4.0,部長クラス,2.本部長・部長,11.0,素材,2.製造業,2.0,10～49人,
614,5909861640.0,,,,,,,,,
615,7280518552.0,10.0,その他,,30.0,その他,,1.0,1～9人,
616,9777516014.0,4.0,部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,8.0,"3,000～4,999人",2.1000人以上
617,1733162348.0,1.0,経営者,1.経営者・役員,9.0,電気、電子機器,2.製造業,6.0,500～999人,1.300～999人
618,9386060260.0,3.0,本部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,5.0,300～499人,1.300～999人
619,2366763073.0,,,,,,,,,
620,7730726680.0,7.0,一般社員,,13.0,その他製造,2.製造業,2.0,10～49人,
621,5413261048.0,4.0,部長クラス,2.本部長・部長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
622,6466825436.0,,,,,,,,,
623,5303919447.0,5.0,課長クラス,3.課長,7.0,建設,,10.0,"10,000～19,999人",2.1000人以上
624,1685096644.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,1.0,1～9人,
625,1671587400.0,4.0,部長クラス,2.本部長・部長,30.0,その他,,2.0,10～49人,
626,5492924199.0,,,,,,,,,
627,5048093005.0,2.0,役員クラス,1.経営者・役員,17.0,不動産,,6.0,500～999人,1.300～999人
628,1303152990.0,7.0,一般社員,,15.0,卸売・小売業・商業（商社含む）,3.小売系,9.0,"5,000～9,999人",2.1000人以上
629,7389908990.0,5.0,課長クラス,3.課長,17.0,不動産,,7.0,"1,000～2,999人",2.1000人以上
630,3129203405.0,6.0,主任／係長クラス,,12.0,食品、医薬、化粧品,2.製造業,6.0,500～999人,1.300～999人
631,9470615966.0,4.0,部長クラス,2.本部長・部長,22.0,放送・広告・出版・マスコミ,,6.0,500～999人,1.300～999人
632,5328168710.0,1.0,経営者,1.経営者・役員,19.0,情報処理、ＳＩ、ソフトウェア,,1.0,1～9人,
633,2320302974.0,4.0,部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,3.0,50～99人,
634,6165243546.0,1.0,経営者,1.経営者・役員,26.0,介護・福祉,,2.0,10～49人,
635,5915188293.0,2.0,役員クラス,1.経営者・役員,25.0,医療,,3.0,50～99人,
636,1697750956.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
637,7073718139.0,3.0,本部長クラス,2.本部長・部長,11.0,素材,2.製造業,4.0,100～299人,
638,8941120115.0,7.0,一般社員,,9.0,電気、電子機器,2.製造業,6.0,500～999人,1.300～999人
639,2426277972.0,4.0,部長クラス,2.本部長・部長,15.0,卸売・小売業・商業（商社含む）,3.小売系,8.0,"3,000～4,999人",2.1000人以上
640,4466441468.0,6.0,主任／係長クラス,,12.0,食品、医薬、化粧品,2.製造業,5.0,300～499人,1.300～999人
641,7676647837.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,6.0,500～999人,1.300～999人
642,4065346074.0,1.0,経営者,1.経営者・役員,16.0,金融・証券・保険,1.金融・証券・保険,1.0,1～9人,
643,8031570128.0,1.0,経営者,1.経営者・役員,20.0,運輸,3.小売系,1.0,1～9人,
644,6887730571.0,4.0,部長クラス,2.本部長・部長,20.0,運輸,3.小売系,7.0,"1,000～2,999人",2.1000人以上
645,8906288295.0,7.0,一般社員,,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
646,2708619004.0,6.0,主任／係長クラス,,19.0,情報処理、ＳＩ、ソフトウェア,,11.0,"20,000人以上",2.1000人以上
647,6206466315.0,4.0,部長クラス,2.本部長・部長,15.0,卸売・小売業・商業（商社含む）,3.小売系,11.0,"20,000人以上",2.1000人以上
648,395762544.0,1.0,経営者,1.経営者・役員,25.0,医療,,1.0,1～9人,
649,6168467163.0,4.0,部長クラス,2.本部長・部長,7.0,建設,,4.0,100～299人,
650,9847392530.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,11.0,"20,000人以上",2.1000人以上
651,4158386386.0,,,,,,,,,
652,7530689771.0,7.0,一般社員,,21.0,コンサル・会計・法律関連,,7.0,"1,000～2,999人",2.1000人以上
653,124204539.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,3.0,50～99人,
654,9246339194.0,7.0,一般社員,,18.0,通信サービス,,9.0,"5,000～9,999人",2.1000人以上
655,1277375465.0,5.0,課長クラス,3.課長,16.0,金融・証券・保険,1.金融・証券・保険,8.0,"3,000～4,999人",2.1000人以上
656,4524736324.0,4.0,部長クラス,2.本部長・部長,7.0,建設,,10.0,"10,000～19,999人",2.1000人以上
657,9393451330.0,5.0,課長クラス,3.課長,21.0,コンサル・会計・法律関連,,2.0,10～49人,
658,9193739488.0,5.0,課長クラス,3.課長,8.0,自動車、輸送機器,2.製造業,11.0,"20,000人以上",2.1000人以上
659,5318094203.0,3.0,本部長クラス,2.本部長・部長,13.0,その他製造,2.製造業,8.0,"3,000～4,999人",2.1000人以上
660,3876789305.0,10.0,その他,,30.0,その他,,1.0,1～9人,
661,1670278908.0,5.0,課長クラス,3.課長,15.0,卸売・小売業・商業（商社含む）,3.小売系,11.0,"20,000人以上",2.1000人以上
662,2861072876.0,5.0,課長クラス,3.課長,11.0,素材,2.製造業,7.0,"1,000～2,999人",2.1000人以上
663,8318590115.0,2.0,役員クラス,1.経営者・役員,7.0,建設,,2.0,10～49人,
664,2922982286.0,1.0,経営者,1.経営者・役員,19.0,情報処理、ＳＩ、ソフトウェア,,1.0,1～9人,
665,5992996857.0,9.0,契約社員,,8.0,自動車、輸送機器,2.製造業,7.0,"1,000～2,999人",2.1000人以上
666,4049965353.0,2.0,役員クラス,1.経営者・役員,16.0,金融・証券・保険,1.金融・証券・保険,11.0,"20,000人以上",2.1000人以上
667,4341652684.0,1.0,経営者,1.経営者・役員,17.0,不動産,,2.0,10～49人,
668,9693147899.0,10.0,その他,,21.0,コンサル・会計・法律関連,,1.0,1～9人,
669,4644846375.0,7.0,一般社員,,20.0,運輸,3.小売系,8.0,"3,000～4,999人",2.1000人以上
670,5918844638.0,1.0,経営者,1.経営者・役員,18.0,通信サービス,,5.0,300～499人,1.300～999人
671,3003921096.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,11.0,"20,000人以上",2.1000人以上
672,58827456.0,7.0,一般社員,,16.0,金融・証券・保険,1.金融・証券・保険,11.0,"20,000人以上",2.1000人以上
673,6452005023.0,5.0,課長クラス,3.課長,22.0,放送・広告・出版・マスコミ,,2.0,10～49人,
674,7206805036.0,6.0,主任／係長クラス,,10.0,機械、重電,2.製造業,11.0,"20,000人以上",2.1000人以上
675,1647013381.0,4.0,部長クラス,2.本部長・部長,15.0,卸売・小売業・商業（商社含む）,3.小売系,7.0,"1,000～2,999人",2.1000人以上
676,6042413121.0,,,,,,,,,
677,252978596.0,6.0,主任／係長クラス,,8.0,自動車、輸送機器,2.製造業,8.0,"3,000～4,999人",2.1000人以上
678,695252600.0,6.0,主任／係長クラス,,13.0,その他製造,2.製造業,3.0,50～99人,
679,2937585292.0,6.0,主任／係長クラス,,17.0,不動産,,4.0,100～299人,
680,9823851277.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,10.0,"10,000～19,999人",2.1000人以上
681,6017789791.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
682,2399053778.0,10.0,その他,,15.0,卸売・小売業・商業（商社含む）,3.小売系,3.0,50～99人,
683,1302009296.0,4.0,部長クラス,2.本部長・部長,14.0,エネルギー,,10.0,"10,000～19,999人",2.1000人以上
684,1978964208.0,1.0,経営者,1.経営者・役員,13.0,その他製造,2.製造業,2.0,10～49人,
685,2256722279.0,1.0,経営者,1.経営者・役員,27.0,飲食店・宿泊,,1.0,1～9人,
686,6629626125.0,1.0,経営者,1.経営者・役員,15.0,卸売・小売業・商業（商社含む）,3.小売系,1.0,1～9人,
687,1991677080.0,5.0,課長クラス,3.課長,15.0,卸売・小売業・商業（商社含む）,3.小売系,7.0,"1,000～2,999人",2.1000人以上
688,8413415034.0,4.0,部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,8.0,"3,000～4,999人",2.1000人以上
689,1117918.0,,,,,,,,,
690,3135416416.0,3.0,本部長クラス,2.本部長・部長,19.0,情報処理、ＳＩ、ソフトウェア,,7.0,"1,000～2,999人",2.1000人以上
691,740258894.0,2.0,役員クラス,1.経営者・役員,24.0,教育・教育学習支援関係,,9.0,"5,000～9,999人",2.1000人以上
692,2683438528.0,4.0,部長クラス,2.本部長・部長,22.0,放送・広告・出版・マスコミ,,4.0,100～299人,
693,640082430.0,7.0,一般社員,,20.0,運輸,3.小売系,6.0,500～999人,1.300～999人
694,9135806623.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,9.0,"5,000～9,999人",2.1000人以上
695,1087030900.0,10.0,その他,,16.0,金融・証券・保険,1.金融・証券・保険,9.0,"5,000～9,999人",2.1000人以上
696,4103700567.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,7.0,"1,000～2,999人",2.1000人以上
697,5510592814.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
698,365575035.0,7.0,一般社員,,30.0,その他,,7.0,"1,000～2,999人",2.1000人以上
699,2539310671.0,4.0,部長クラス,2.本部長・部長,7.0,建設,,6.0,500～999人,1.300～999人
700,1636190063.0,,,,,,,,,
701,2964950183.0,1.0,経営者,1.経営者・役員,21.0,コンサル・会計・法律関連,,1.0,1～9人,
702,8113554300.0,10.0,その他,,24.0,教育・教育学習支援関係,,4.0,100～299人,
703,7947132147.0,7.0,一般社員,,22.0,放送・広告・出版・マスコミ,,4.0,100～299人,
704,7156131816.0,6.0,主任／係長クラス,,18.0,通信サービス,,6.0,500～999人,1.300～999人
705,6400408193.0,2.0,役員クラス,1.経営者・役員,19.0,情報処理、ＳＩ、ソフトウェア,,2.0,10～49人,
706,857142220.0,3.0,本部長クラス,2.本部長・部長,7.0,建設,,5.0,300～499人,1.300～999人
707,6261224190.0,6.0,主任／係長クラス,,9.0,電気、電子機器,2.製造業,4.0,100～299人,
708,9596971395.0,2.0,役員クラス,1.経営者・役員,30.0,その他,,2.0,10～49人,
709,384440379.0,5.0,課長クラス,3.課長,23.0,公務員（教員を除く）,,7.0,"1,000～2,999人",2.1000人以上
710,3442922374.0,1.0,経営者,1.経営者・役員,6.0,農林水産・鉱業,,1.0,1～9人,
711,8451466633.0,5.0,課長クラス,3.課長,10.0,機械、重電,2.製造業,11.0,"20,000人以上",2.1000人以上
712,3967666286.0,4.0,部長クラス,2.本部長・部長,13.0,その他製造,2.製造業,7.0,"1,000～2,999人",2.1000人以上
713,7496955399.0,4.0,部長クラス,2.本部長・部長,10.0,機械、重電,2.製造業,9.0,"5,000～9,999人",2.1000人以上
714,6527476019.0,2.0,役員クラス,1.経営者・役員,16.0,金融・証券・保険,1.金融・証券・保険,1.0,1～9人,
715,4660384571.0,4.0,部長クラス,2.本部長・部長,16.0,金融・証券・保険,1.金融・証券・保険,8.0,"3,000～4,999人",2.1000人以上
716,8281712190.0,5.0,課長クラス,3.課長,16.0,金融・証券・保険,1.金融・証券・保険,11.0,"20,000人以上",2.1000人以上
717,7627386048.0,5.0,課長クラス,3.課長,9.0,電気、電子機器,2.製造業,11.0,"20,000人以上",2.1000人以上
718,1344234442.0,5.0,課長クラス,3.課長,18.0,通信サービス,,11.0,"20,000人以上",2.1000人以上
719,2703711880.0,1.0,経営者,1.経営者・役員,27.0,飲食店・宿泊,,2.0,10～49人,
720,5864482519.0,5.0,課長クラス,3.課長,7.0,建設,,5.0,300～499人,1.300～999人
721,1098592976.0,4.0,部長クラス,2.本部長・部長,20.0,運輸,3.小売系,6.0,500～999人,1.300～999人
722,250012711.0,,,,,,,,,
723,1985344270.0,1.0,経営者,1.経営者・役員,9.0,電気、電子機器,2.製造業,2.0,10～49人,
724,119855999.0,6.0,主任／係長クラス,,8.0,自動車、輸送機器,2.製造業,11.0,"20,000人以上",2.1000人以上
725,8464953637.0,,,,,,,,,
726,8055009154.0,,,,,,,,,
727,2564077391.0,7.0,一般社員,,8.0,自動車、輸送機器,2.製造業,9.0,"5,000～9,999人",2.1000人以上
728,5284371901.0,5.0,課長クラス,3.課長,16.0,金融・証券・保険,1.金融・証券・保険,7.0,"1,000～2,999人",2.1000人以上
729,8563486635.0,6.0,主任／係長クラス,,23.0,公務員（教員を除く）,,7.0,"1,000～2,999人",2.1000人以上
730,1673147629.0,1.0,経営者,1.経営者・役員,25.0,医療,,1.0,1～9人,
731,8845800621.0,4.0,部長クラス,2.本部長・部長,20.0,運輸,3.小売系,6.0,500～999人,1.300～999人
732,6921892024.0,,,,,,,,,
733,285794030.0,7.0,一般社員,,15.0,卸売・小売業・商業（商社含む）,3.小売系,3.0,50～99人,
